@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute target {1,2,3,4,5,6}

@data
-0.597152,-0.522128,-0.325611,0.107982,0.868749,1.524655,1.506247,1.411012,1.57093,1.426224,0.538942,-0.225097,-0.556463,-0.553932,-0.418213,1.462784,1.563132,1.40347,1.428653,1.569012,1.148061,-0.095616,-0.518075,-1.037994,-1.037994,6
-0.739902,-0.74671,-0.38894,1.049818,1.502434,1.527503,1.239098,-0.243565,-0.674539,-0.764166,-0.27781,1.5873,1.472076,1.487945,1.789919,1.697694,-0.513962,-1.221888,-1.111309,-0.537697,-0.635717,-1.329175,-1.017796,-0.524219,-0.673504,2
-0.625492,-0.534557,-0.328877,0.454686,1.393992,1.48243,1.426918,1.477795,1.33111,0.732246,-0.033725,-0.482754,-0.629403,-0.588048,-0.392425,1.497884,1.627689,1.473278,1.617823,1.520944,0.02779,-0.425447,-0.583317,-1.024168,-1.024168,6
-0.643814,-0.467697,1.081945,1.486717,1.373981,0.538139,-0.482315,-0.631165,-0.665903,-0.261319,1.492381,1.637482,1.47539,1.699514,1.252614,-0.424706,-1.177856,-1.249193,-0.98108,-0.971263,-0.68249,-0.787351,-1.296464,-1.288896,-0.667144,2
-0.935969,-0.596859,1.009905,1.475838,1.447688,0.475941,-0.661173,-0.886073,-0.530614,1.501282,1.61136,1.421341,1.462124,1.817619,1.659902,-0.863607,-0.47794,-1.034028,-1.20647,-0.673173,-0.846915,-1.304096,-1.10787,-0.406065,-0.388579,4
-0.515032,-0.493166,-0.175105,0.663095,1.495816,1.386045,1.352236,1.442248,1.351687,0.728189,-0.045059,-0.420882,-0.512365,-0.506481,-0.350705,1.103605,1.482205,1.593622,1.355639,1.313267,1.559374,1.45103,-0.429949,-1.055697,-1.055697,6
-1.006997,-0.646041,1.550898,1.487823,1.646183,1.476248,-0.86709,-0.955564,-0.719735,1.373415,1.520535,1.546201,1.43129,-0.912971,-0.354686,-0.422391,-1.412425,-1.437068,-0.439418,-0.359718,-0.585381,-1.466524,-1.419118,-0.434184,-0.400449,5
-0.640185,-0.539389,-0.326435,0.464185,1.384863,1.390022,1.471845,0.605129,-0.410021,-0.57189,-0.623419,-0.265135,1.433152,1.593288,1.606495,1.368974,1.344623,1.427683,1.615884,1.563159,1.350608,-0.108848,-0.533837,-1.035542,-1.035542,6
-0.837741,-0.756743,-0.29584,1.479307,1.561941,1.444893,-0.340152,-0.784932,-0.851443,-0.683902,1.618871,1.608037,1.272828,1.743991,1.568526,-0.325027,-0.831432,-0.577731,-1.339239,-0.956977,-0.512154,-0.656222,-1.377157,-0.393408,-0.445134,3
-0.786421,-0.724312,-0.288498,0.66126,1.620235,1.508373,0.266129,-0.792849,-0.379756,1.529798,1.641411,1.546989,1.653868,-0.526199,-0.700719,-0.576275,-0.63542,-1.205793,-1.193012,-0.935505,-0.631683,-1.342459,-1.21364,-0.631907,-0.633502,2
-0.815483,-0.569084,1.444047,1.548385,1.57731,0.912717,-0.52809,-0.743376,-0.825796,-0.831753,-0.676125,1.314744,1.564913,1.631889,1.455238,1.641875,-0.554208,-0.756444,-0.532945,-1.338161,-0.863347,-0.603674,-1.287425,-1.244748,-0.483875,2
-0.650973,-0.556733,-0.343591,0.963845,1.437345,1.593967,1.46896,1.481558,1.395918,0.735877,-0.467544,-0.610357,-0.599565,-0.42768,1.26861,1.622432,1.596632,1.417843,1.446308,1.56865,1.523227,-0.166304,-0.551767,-1.023062,-1.023062,6
-0.72762,-0.376349,1.021924,1.516547,1.420805,1.100448,0.677176,-0.505509,-0.719506,-0.745568,-0.264172,1.522286,1.663942,1.426023,1.722379,1.565853,-0.210771,-0.6606,-1.153292,-1.146275,-0.765316,-0.915164,-0.711028,-1.254017,-0.713141,2
-0.692623,-0.44398,0.623695,1.470271,1.498089,1.425141,1.234312,0.613969,-0.490511,-0.714682,-0.660157,-0.23786,1.438758,1.649041,1.664019,1.483305,1.661296,1.199686,-0.537527,-0.791248,-1.220722,-0.745514,-1.269517,-1.181136,-0.614832,2
-0.525237,-0.453888,-0.265514,0.168263,0.939959,1.550587,1.355001,1.490099,1.342504,0.682135,-0.314591,-0.494393,-0.591624,-0.537797,-0.362382,1.31351,1.489974,1.554836,1.378122,1.532966,1.398742,-0.282485,-0.472272,-1.048395,-1.048395,6
-0.547789,-0.470716,-0.09636,1.133857,1.496582,1.504447,1.42735,1.051636,0.087803,-0.324911,-0.467141,-0.524315,-0.423064,-0.222218,0.225732,1.215363,1.430091,1.548179,1.426754,1.500276,1.310215,-0.089735,-0.467094,-1.05203,-1.05203,6
